SpeciesLatinName,Common.name,Order,Family,Genus,maxAge,weightCaesar,averagedMaturity.yrs,GestationTimeInYears,Metabolic.rate..W.,Body.mass..g.,Temperature..K.
Buceros bicornis,Great hornbill,Bucerotiformes,Bucerotidae,Buceros,33.4,2798.5,,,,,
Bycanistes subcylindricus,Grey-cheeked hornbill,Bucerotiformes,Bucerotidae,Bycanistes,31.8,1250.0,,,,,
Ceratogymna atrata,Black-casqued hornbill,Bucerotiformes,Bucerotidae,Ceratogymna,19.3,1203.5,,,,,
Bucorvus leadbeateri,Southern ground hornbill,Bucerotiformes,Bucorvidae,Bucorvus,70.0,3767.5,,,,,
Upupa epops,Eurasian hoopoe,Bucerotiformes,Upupidae,Upupa,11.1,67.1,1.0,,,,
Caprimulgus carolinensis,Chuck-will's-widow,Caprimulgiformes,Caprimulgidae,Caprimulgus,14.8,115.0,,0.0547945205479452,,,
Caprimulgus europaeus,Eurasian nightjar,Caprimulgiformes,Caprimulgidae,Caprimulgus,11.9,67.0,1.0,,,,
Caprimulgus ruficollis,Red-necked nightjar,Caprimulgiformes,Caprimulgidae,Caprimulgus,13.2,68.5,,,,,
Caprimulgus vociferus,Whip-poor-will,Caprimulgiformes,Caprimulgidae,Caprimulgus,15.0,54.0,,0.0520547945205479,,,
Chordeiles minor,Common nighthawk,Caprimulgiformes,Caprimulgidae,Chordeiles,10.0,79.3,,0.0520547945205479,0.4421,72.0,
Phalaenoptilus nuttallii,Common poorwill,Caprimulgiformes,Caprimulgidae,Phalaenoptilus,,37.5,1.0,0.0547945205479452,0.1566,35.0,
Casuarius bennetti,Dwarf cassowary,Casuariiformes,Casuariidae,Casuarius,26.0,35000.0,,,,,
Casuarius casuarius,Southern cassowary,Casuariiformes,Casuariidae,Casuarius,30.0,44000.0,,,,,
Casuarius unappendiculatus,Northern cassowary,Casuariiformes,Casuariidae,Casuarius,22.0,47300.0,,,,,
Dromaius novaehollandiae,Emu,Casuariiformes,Dromaiidae,Dromaius,16.6,38925.0,,,,,
Aethia cristatella,Crested auklet,Charadriiformes,Alcidae,Aethia,10.8,289.0,3.0,0.0931506849315069,,,
Aethia pusilla,Least auklet,Charadriiformes,Alcidae,Aethia,8.1,96.0,3.0,0.0821917808219178,,,
Aethia pygmaea,Whiskered auklet,Charadriiformes,Alcidae,Aethia,15.0,120.0,3.0,,,,
Alca torda,Razorbill,Charadriiformes,Alcidae,Alca,42.0,726.0,4.0,0.0986301369863014,,,
Brachyramphus marmoratus,Marbled murrelet,Charadriiformes,Alcidae,Brachyramphus,10.0,222.0,2.0,,,,
Cepphus columba,Pigeon guillemot,Charadriiformes,Alcidae,Cepphus,15.2,483.8,3.0,0.0849315068493151,,,
Cepphus grylle,Black guillemot,Charadriiformes,Alcidae,Cepphus,29.9,427.5,3.0,0.0684931506849315,,,
Cerorhinca monocerata,Rhinoceros auklet,Charadriiformes,Alcidae,Cerorhinca,28.2,544.1,3.0,0.123287671232877,,,
Fratercula arctica,Atlantic puffin,Charadriiformes,Alcidae,Fratercula,40.8,490.5,4.0,0.115068493150685,,,
Ptychoramphus aleuticus,Cassin's auklet,Charadriiformes,Alcidae,Ptychoramphus,16.2,184.0,2.0,,,,
Synthliboramphus antiquus,Ancient murrelet,Charadriiformes,Alcidae,Synthliboramphus,,223.6,2.0,0.0904109589041096,,,
Synthliboramphus hypoleucus,Xantus' murrelet,Charadriiformes,Alcidae,Synthliboramphus,15.0,167.0,2.0,0.0931506849315069,,,
Uria aalge,Common murre,Charadriiformes,Alcidae,Uria,42.8,992.0,5.0,0.0849315068493151,6.8224,956.0,
Uria lomvia,Thick-billed murre,Charadriiformes,Alcidae,Uria,29.0,964.0,5.4013698630137,0.0904109589041096,6.8224,989.0,
Burhinus oedicnemus,Eurasian thick-knee,Charadriiformes,Burhinidae,Burhinus,17.9,459.0,,,,,
Charadrius alexandrinus,Snowy plover,Charadriiformes,Charadriidae,Charadrius,19.0,37.0,0.878082191780822,0.0657534246575342,,,
Charadrius dubius,Little ringed plover,Charadriiformes,Charadriidae,Charadrius,13.0,38.7,2.0,,0.416,36.0,
Charadrius hiaticula,Common ringed plover,Charadriiformes,Charadriidae,Charadrius,20.8,64.0,1.0,,,,
Charadrius melodus,Piping plover,Charadriiformes,Charadriidae,Charadrius,14.0,49.0,1.0,0.0767123287671233,,,
Charadrius montanus,Mountain plover,Charadriiformes,Charadriidae,Charadrius,10.0,100.0,1.0,,,,
Charadrius morinellus,Eurasian dotterel,Charadriiformes,Charadriidae,Charadrius,11.8,108.5,,,,,
Charadrius semipalmatus,Semipalmated plover,Charadriiformes,Charadriidae,Charadrius,9.2,52.0,2.4986301369863,0.0657534246575342,,,
Charadrius vociferus,Killdeer,Charadriiformes,Charadriidae,Charadrius,10.9,88.0,1.0,0.0657534246575342,,,
Pluvialis apricaria,European golden-plover and greater golden-plover,Charadriiformes,Charadriidae,Pluvialis,12.8,214.0,2.0,,,,
Pluvialis dominica,American golden plover,Charadriiformes,Charadriidae,Pluvialis,13.0,118.0,1.0,0.0712328767123288,,,
Pluvialis fulva,Pacific golden-plover,Charadriiformes,Charadriidae,Pluvialis,21.3,135.0,1.0,,,,
Pluvialis squatarola,Black-bellied plover,Charadriiformes,Charadriidae,Pluvialis,25.6,224.0,2.0,0.073972602739726,,,
Vanellus armatus,Blacksmith lapwing,Charadriiformes,Charadriidae,Vanellus,18.6,156.0,,0.0794520547945206,,,
Vanellus spinosus,Spur-winged lapwing,Charadriiformes,Charadriidae,Vanellus,17.0,188.0,,,,,
Vanellus vanellus,Northern lapwing,Charadriiformes,Charadriidae,Vanellus,24.5,218.5,2.0,0.0657534246575342,,,
Haematopus bachmani,Black oystercatcher,Charadriiformes,Haematopodidae,Haematopus,16.0,670.0,5.0,0.0712328767123288,,,
Haematopus ostralegus,Eurasian oystercatcher,Charadriiformes,Haematopodidae,Haematopus,43.3,480.0,3.0,,2.91,449.0,
Haematopus palliatus,American oystercatcher,Charadriiformes,Haematopodidae,Haematopus,17.0,565.0,3.0,0.073972602739726,,,
Anous minutus,Black noddy,Charadriiformes,Laridae,Anous,27.1,110.4,2.0,0.0931506849315069,,,
Anous stolidus,Noddy tern,Charadriiformes,Laridae,Anous,26.2,178.0,3.5,0.0958904109589041,0.788095,138.7,
Chlidonias niger,Black tern,Charadriiformes,Laridae,Chlidonias,21.0,60.0,2.0,0.0575342465753425,,,
Chroicocephalus genei,Slender-billed gull,Charadriiformes,Laridae,Chroicocephalus,31.7,281.0,2.0,,,,
Chroicocephalus ridibundus,Black-headed gull,Charadriiformes,Laridae,Chroicocephalus,32.9,306.0,2.0,0.0602739726027397,,,
Gelochelidon nilotica,Gull-billed tern,Charadriiformes,Laridae,Gelochelidon,16.0,221.0,5.0,0.0602739726027397,,,
Gygis alba,Fairy tern,Charadriiformes,Laridae,Gygis,35.9,98.1,4.83287671232877,0.0986301369863014,0.82236,98.1,
Hydrocoloeus minutus,Little gull,Charadriiformes,Laridae,Hydrocoloeus,20.9,119.0,2.0,0.0575342465753425,,,
Hydroprogne caspia,Caspian tern,Charadriiformes,Laridae,Hydroprogne,30.0,644.0,3.0,0.0575342465753425,,,
Ichthyaetus audouinii,Audouin's gull,Charadriiformes,Laridae,Ichthyaetus,20.9,535.0,3.0,,,,
Ichthyaetus ichthyaetus,Great black-headed gull,Charadriiformes,Laridae,Ichthyaetus,,1394.0,3.0,,,,
Ichthyaetus melanocephalus,Mediterranean gull,Charadriiformes,Laridae,Ichthyaetus,22.1,256.0,3.0,,,,
Larosterna inca,Inca tern,Charadriiformes,Laridae,Larosterna,26.0,219.0,,0.0767123287671233,,,
Larus argentatus,Herring gull,Charadriiformes,Laridae,Larus,49.0,1094.0,4.5,0.0712328767123288,4.817,1000.0,
Larus cachinnans,Caspian gull,Charadriiformes,Laridae,Larus,31.9,1117.2,4.0,,,,
Larus californicus,California gull,Charadriiformes,Laridae,Larus,30.0,691.0,3.0,0.0684931506849315,,,
Larus canus,Mew gull,Charadriiformes,Laridae,Larus,33.7,430.6,2.5,0.063013698630137,2.257,431.0,
Larus delawarensis,Ring-billed gull,Charadriiformes,Laridae,Larus,31.8,518.5,2.0,0.0575342465753425,2.91742,439.0,
Larus fuscus,Lesser black-backed gull,Charadriiformes,Laridae,Larus,34.9,766.2,4.0,,,,
Larus glaucescens,Glaucous-winged gull,Charadriiformes,Laridae,Larus,32.0,908.0,,0.073972602739726,,,
Larus glaucoides,Iceland gull,Charadriiformes,Laridae,Larus,33.0,945.5,4.0,0.0684931506849315,,,
Larus heermanni,Heermann's gull,Charadriiformes,Laridae,Larus,24.0,500.0,,,,,
Larus hyperboreus,Glaucous gull,Charadriiformes,Laridae,Larus,21.1,1210.0,4.0,0.073972602739726,,,
Larus marinus,Great black-backed gull,Charadriiformes,Laridae,Larus,29.2,1658.5,5.0,0.073972602739726,,,
Larus michahellis,Yellow-legged gull,Charadriiformes,Laridae,Larus,19.2,,,,,,
Larus occidentalis,Western gull,Charadriiformes,Laridae,Larus,33.9,931.5,4.5,0.073972602739726,3.43629,761.0,
Larus pacificus,Pacific gull,Charadriiformes,Laridae,Larus,14.5,1313.5,,,,,
Leucophaeus atricilla,Laughing gull,Charadriiformes,Laridae,Leucophaeus,22.0,275.6,,0.0657534246575342,,,
Leucophaeus pipixcan,Franklin's gull,Charadriiformes,Laridae,Leucophaeus,,263.3,2.0,0.0657534246575342,,,
Onychoprion anaethetus,Bridled tern,Charadriiformes,Laridae,Onychoprion,17.9,133.3,,,,,
Onychoprion fuscatus,Sooty tern,Charadriiformes,Laridae,Onychoprion,35.8,148.0,4.0,0.0767123287671233,,,
Onychoprion lunatus,Gray-backed tern,Charadriiformes,Laridae,Onychoprion,25.8,131.7,5.0,,,,
Pagophila eburnea,Ivory gull,Charadriiformes,Laridae,Pagophila,23.9,550.0,2.0,0.0684931506849315,,,
Procelsterna cerulea,Blue-gray noddy,Charadriiformes,Laridae,Procelsterna,15.0,53.0,,,,,
Rissa brevirostris,Red-legged kittiwake,Charadriiformes,Laridae,Rissa,27.0,377.0,,,,,
Rissa tridactyla,Black-legged kittiwake,Charadriiformes,Laridae,Rissa,28.5,317.0,4.0,0.073972602739726,,,
Rynchops niger,Black skimmer,Charadriiformes,Laridae,Rynchops,20.2,315.0,2.0,0.063013698630137,,,
Sterna dougallii,Roseate tern,Charadriiformes,Laridae,Sterna,25.7,112.0,3.0,0.063013698630137,,,
Sterna forsteri,Forster's tern,Charadriiformes,Laridae,Sterna,15.8,158.0,2.0,0.063013698630137,,,
Sterna hirundo,Common tern,Charadriiformes,Laridae,Sterna,33.0,120.0,3.0,0.0657534246575342,,,
Sterna paradisaea,Arctic tern,Charadriiformes,Laridae,Sterna,34.0,100.0,3.0,0.0575342465753425,,,
Sternula albifrons,Little tern,Charadriiformes,Laridae,Sternula,23.9,31.0,2.0,0.0575342465753425,,,
Sternula antillarum,Least tern,Charadriiformes,Laridae,Sternula,24.1,40.0,3.0,0.0575342465753425,,,
Thalasseus elegans,Elegant tern,Charadriiformes,Laridae,Thalasseus,20.9,251.0,3.0,0.0712328767123288,,,
Thalasseus maximus,Royal tern,Charadriiformes,Laridae,Thalasseus,28.6,373.0,3.0,0.0767123287671233,,,
Thalasseus sandvicensis,Sandwich tern,Charadriiformes,Laridae,Thalasseus,30.8,250.0,3.0,0.0602739726027397,,,
Himantopus himantopus,Black-winged stilt,Charadriiformes,Recurvirostridae,Himantopus,10.2,161.0,,,,,
Himantopus mexicanus,Black-necked (Hawaiian) stilt,Charadriiformes,Recurvirostridae,Himantopus,19.1,186.0,1.0,0.0684931506849315,,,
Recurvirostra americana,American avocet,Charadriiformes,Recurvirostridae,Recurvirostra,,340.0,1.0,0.0657534246575342,,,
Recurvirostra avosetta,Pied avocet,Charadriiformes,Recurvirostridae,Recurvirostra,27.8,304.0,2.0,,,,
Actitis hypoleucos,Common sandpiper,Charadriiformes,Scolopacidae,Actitis,14.5,48.0,1.0,,,,
Actitis macularius,Spotted sandpiper,Charadriiformes,Scolopacidae,Actitis,12.0,34.0,1.0,0.0547945205479452,,,
Arenaria interpres,Ruddy turnstone,Charadriiformes,Scolopacidae,Arenaria,22.3,136.0,2.0,0.0602739726027397,0.92,90.0,
Bartramia longicauda,Upland sandpiper,Charadriiformes,Scolopacidae,Bartramia,8.9,141.0,,0.0602739726027397,,,
Calidris alba,Sanderling,Charadriiformes,Scolopacidae,Calidris,18.6,50.0,2.0,0.073972602739726,,,
Calidris alpina,Dunlin,Charadriiformes,Scolopacidae,Calidris,28.8,52.5,2.0,0.0575342465753425,,,
Calidris canutus,Red knot,Charadriiformes,Scolopacidae,Calidris,27.3,135.0,3.0,0.0602739726027397,,,
Calidris ferruginea,Curlew sandpiper,Charadriiformes,Scolopacidae,Calidris,19.7,58.1,3.0,,,,
Calidris fuscicollis,White-rumped sandpiper,Charadriiformes,Scolopacidae,Calidris,,42.0,1.0,0.0602739726027397,,,
Calidris himantopus,Stilt sandpiper,Charadriiformes,Scolopacidae,Calidris,11.1,57.3,2.0,,,,
Calidris maritima,Purple sandpiper,Charadriiformes,Scolopacidae,Calidris,20.8,65.2,3.0,0.0602739726027397,,,
Calidris mauri,Western sandpiper,Charadriiformes,Scolopacidae,Calidris,9.2,26.19,2.0,0.0575342465753425,,,
Calidris melanotos,Pectoral sandpiper,Charadriiformes,Scolopacidae,Calidris,,85.0,1.0,0.0602739726027397,,,
Calidris minuta,Little stint,Charadriiformes,Scolopacidae,Calidris,14.7,21.1,2.0,,,,
Calidris minutilla,Least sandpiper,Charadriiformes,Scolopacidae,Calidris,16.0,26.0,1.0,0.0547945205479452,,,
Calidris ptilocnemis,Rock sandpiper,Charadriiformes,Scolopacidae,Calidris,,84.0,1.0,0.0547945205479452,,,
Calidris pusilla,Semipalmated sandpiper,Charadriiformes,Scolopacidae,Calidris,19.3,27.0,1.0,0.0547945205479452,,,
Calidris temminckii,Temminck's stint,Charadriiformes,Scolopacidae,Calidris,12.9,23.0,,,,,
Gallinago delicata,Wilson's snipe,Charadriiformes,Scolopacidae,Gallinago,9.2,122.0,,,,,
Gallinago gallinago,Common snipe,Charadriiformes,Scolopacidae,Gallinago,18.2,131.6,1.0,0.0520547945205479,,,
Limicola falcinellus,Broad-billed sandpiper,Charadriiformes,Scolopacidae,Limicola,6.8,37.1,,,,,
Limnodromus griseus,Short-billed dowitcher,Charadriiformes,Scolopacidae,Limnodromus,13.3,105.0,1.0,0.0575342465753425,,,
Limnodromus scolopaceus,Long-billed dowitcher,Charadriiformes,Scolopacidae,Limnodromus,13.2,130.0,,0.0547945205479452,,,
Limosa fedoa,Marbled godwit,Charadriiformes,Scolopacidae,Limosa,13.7,336.0,3.0,0.0657534246575342,,,
Limosa lapponica,Bar-tailed godwit,Charadriiformes,Scolopacidae,Limosa,34.0,322.0,2.0,0.0575342465753425,,,
Limosa limosa,Black-tailed godwit,Charadriiformes,Scolopacidae,Limosa,23.6,294.0,2.0,,,,
Lymnocryptes minimus,Jack snipe,Charadriiformes,Scolopacidae,Lymnocryptes,12.3,50.2,1.0,,,,
Numenius arquata,Eurasian curlew,Charadriiformes,Scolopacidae,Numenius,31.8,728.0,2.0,,,,
Numenius phaeopus,Whimbrel,Charadriiformes,Scolopacidae,Numenius,24.2,365.7,2.0,0.0602739726027397,,,
Numenius tahitiensis,Bristle-thighed curlew,Charadriiformes,Scolopacidae,Numenius,23.8,408.6,2.91780821917808,,,,
Phalaropus lobatus,Red-necked phalarope,Charadriiformes,Scolopacidae,Phalaropus,12.9,33.8,1.0,,,,
Phalaropus tricolor,Wilson's phalarope,Charadriiformes,Scolopacidae,Phalaropus,10.0,57.0,,0.063013698630137,,,
Philomachus pugnax,Ruff,Charadriiformes,Scolopacidae,Philomachus,13.9,136.0,2.0,,,,
Scolopax minor,American woodcock,Charadriiformes,Scolopacidae,Scolopax,20.9,197.5,0.821917808219178,0.0547945205479452,1.066,156.7,
Scolopax rusticola,Eurasian woodcock,Charadriiformes,Scolopacidae,Scolopax,15.5,308.3,1.0,,2.16,430.0,
Tringa erythropus,Spotted redshank,Charadriiformes,Scolopacidae,Tringa,8.6,158.0,1.0,,,,
Tringa flavipes,Lesser yellowlegs,Charadriiformes,Scolopacidae,Tringa,,80.65,1.0,0.063013698630137,,,
Tringa glareola,Wood sandpiper,Charadriiformes,Scolopacidae,Tringa,11.6,62.5,1.0,,,,
Tringa nebularia,Common greenshank,Charadriiformes,Scolopacidae,Tringa,24.4,187.0,1.0,,,,
