CGid,SYMBOL,seqnames,start,annotation,distanceToTSS,GENENAME,genic,Promoter,main_Categories
cg07299823,UNC79,chr14,93430776.0,5' UTR,97557.0,"unc-79 homolog, NALCN channel complex subunit",True,False,fiveUTR
cg07800922,LINC02325,chr14,97311079.0,Distal Intergenic,-115991.0,long intergenic non-protein coding RNA 2325,False,False,Intergenic_upstream
cg08092317,NPAS3,chr14,33530508.0,"Intron (ENST00000551634.5/64067, intron 3 of 10)",595575.0,neuronal PAS domain protein 3,True,False,Intron
cg09200783,TMEM260,chr14,56590439.0,"Intron (ENST00000556422.5/54916, intron 3 of 14)",10819.0,transmembrane protein 260,True,False,Intron
cg09363187,HSPA2,chr14,64541630.0,"Exon (ENST00000394709.2/ENST00000394709.2, exon 2 of 2)",1162.0,heat shock protein family A (Hsp70) member 2,True,False,Exon
cg09750164,NPAS3,chr14,33800872.0,"Exon (ENST00000551634.5/64067, exon 11 of 11)",865939.0,neuronal PAS domain protein 3,True,False,Exon
cg10211907,UNC79,chr14,93430756.0,5' UTR,97537.0,"unc-79 homolog, NALCN channel complex subunit",True,False,fiveUTR
cg10707234,ARID4A,chr14,58298515.0,Promoter (<=1kb),11.0,AT-rich interaction domain 4A,True,True,fiveUTR
cg11275232,GPHN,chr14,66985695.0,"Exon (ENST00000543237.5/10243, exon 10 of 25)",478288.0,gephyrin,True,False,Exon
cg11690941,UNC79,chr14,93474290.0,5' UTR,141071.0,"unc-79 homolog, NALCN channel complex subunit",True,False,fiveUTR
cg12449245,DPF3,chr14,72619953.0,"Exon (ENST00000556509.5/8110, exon 10 of 11)",274134.0,double PHD fingers 3,True,False,Exon
cg12879445,UNC79,chr14,93431016.0,Promoter (<=1kb),0.0,"unc-79 homolog, NALCN channel complex subunit",True,True,fiveUTR
cg12967137,LINC01551,chr14,28778399.0,"Exon (ENST00000552957.5/387978, exon 4 of 4)",6723.0,long intergenic non-protein coding RNA 1551,True,False,Exon
cg13313332,HNRNPC,chr14,21263267.0,5' UTR,6226.0,heterogeneous nuclear ribonucleoprotein C,True,False,fiveUTR
cg13609316,AP4S1,chr14,31129356.0,3' UTR,103718.0,adaptor related protein complex 4 subunit sigma 1,True,False,threeUTR
cg14006844,TMEM229B,chr14,67473650.0,"Exon (ENST00000555638.5/161145, exon 3 of 9)",41834.0,transmembrane protein 229B,True,False,Exon
cg14472711,ACIN1,chr14,23068659.0,3' UTR,2905.0,apoptotic chromatin condensation inducer 1,True,False,threeUTR
cg15089111,NPAS3,chr14,33800907.0,"Exon (ENST00000551634.5/64067, exon 11 of 11)",865974.0,neuronal PAS domain protein 3,True,False,Exon
cg15408728,DICER1,chr14,95008596.0,Distal Intergenic,82725.0,"dicer 1, ribonuclease III",False,False,Intergenic_downstream
cg15511156,NPAS3,chr14,33566321.0,"Intron (ENST00000551634.5/64067, intron 4 of 10)",631388.0,neuronal PAS domain protein 3,True,False,Intron
cg16550733,NOVA1,chr14,26444770.0,3' UTR,153262.0,NOVA alternative splicing regulator 1,True,False,threeUTR
cg16671155,ACTN1,chr14,68879077.0,"Intron (ENST00000193403.10/87, intron 18 of 20)",100362.0,actinin alpha 1,True,False,Intron
cg17458251,ACIN1,chr14,23068651.0,3' UTR,2913.0,apoptotic chromatin condensation inducer 1,True,False,threeUTR
cg19622303,MIR6764,chr14,100278219.0,3' UTR,2490.0,microRNA 6764,True,False,threeUTR
cg20100200,PPP2R5E,chr14,63375966.0,3' UTR,167410.0,protein phosphatase 2 regulatory subunit B'epsilon,True,False,threeUTR
cg20422755,RGS6,chr14,72553332.0,3' UTR,620903.0,regulator of G protein signaling 6,True,False,threeUTR
cg20896439,GALNT16,chr14,69260375.0,Promoter (<=1kb),733.0,polypeptide N-acetylgalactosaminyltransferase 16,True,True,Exon
cg21126148,ARF6,chr14,49894096.0,"Exon (ENST00000298316.7/382, exon 2 of 2)",1014.0,ADP ribosylation factor 6,True,False,Exon
cg21390586,FLRT2,chr14,85621699.0,"Exon (ENST00000330753.6/23768, exon 2 of 2)",91555.0,fibronectin leucine rich transmembrane protein 2,True,False,Exon
cg22588813,PNN,chr14,39176528.0,"Exon (ENST00000553331.5/5411, exon 3 of 6)",1345.0,"pinin, desmosome associated protein",True,False,Exon
cg24058132,GALC,chr14,87993522.0,Promoter (<=1kb),142.0,galactosylceramidase,True,True,fiveUTR
cg24787338,FERMT2,chr14,52950527.0,Promoter (<=1kb),507.0,fermitin family member 2,True,True,Exon
cg24805210,ACIN1,chr14,23068755.0,"Intron (ENST00000557515.5/22985, intron 2 of 11)",2809.0,apoptotic chromatin condensation inducer 1,True,False,Intron
cg25047480,ACIN1,chr14,23095052.0,Promoter (<=1kb),100.0,apoptotic chromatin condensation inducer 1,True,True,Exon
cg25184464,NPAS3,chr14,32941510.0,"Intron (ENST00000551634.5/64067, intron 1 of 10)",6577.0,neuronal PAS domain protein 3,True,False,Intron
cg25430489,ESRRB,chr14,76462595.0,"Exon (ENST00000512784.6/2103, exon 3 of 7)",151883.0,estrogen related receptor beta,True,False,Exon
cg26148010,LINC01550,chr14,97946851.0,"Intron (ENST00000499006.7/388011, intron 2 of 2)",31272.0,long intergenic non-protein coding RNA 1550,True,False,Intron
cg26476447,IFT43,chr14,76075669.0,"Intron (ENST00000314067.10/112752, intron 5 of 8)",89916.0,intraflagellar transport 43,True,False,Intron
cg26957053,NPAS3,chr14,33800281.0,"Exon (ENST00000551634.5/64067, exon 11 of 11)",865348.0,neuronal PAS domain protein 3,True,False,Exon
cg27291660,PRMT5,chr14,22928580.0,Promoter (<=1kb),820.0,protein arginine methyltransferase 5,True,True,Exon
cg00687674,EWSAT1,chr15,69080920.0,"Exon (ENST00000558147.1/283673, exon 1 of 3)",7994.0,Ewing sarcoma associated transcript 1,True,False,Exon
cg01153166,NR2F2,chr15,96331473.0,5' UTR,5535.0,nuclear receptor subfamily 2 group F member 2,True,False,fiveUTR
cg01910711,DLL4,chr15,40930850.0,Promoter (<=1kb),0.0,delta like canonical Notch ligand 4,True,True,Exon
cg03668418,C15orf41,chr15,36357037.0,Distal Intergenic,-222588.0,chromosome 15 open reading frame 41,False,False,Intergenic_upstream
cg04211240,MIR9-3HG,chr15,89372943.0,"Intron (ENST00000536780.6/254559, intron 1 of 6)",11364.0,MIR9-3 host gene,True,False,Intron
cg06147321,MEIS2,chr15,36889356.0,3' UTR,211192.0,Meis homeobox 2,True,False,threeUTR
cg06997801,NR2F2,chr15,96331522.0,5' UTR,5584.0,nuclear receptor subfamily 2 group F member 2,True,False,fiveUTR
cg07172031,ARIH1,chr15,72544887.0,"Exon (ENST00000379887.9/25820, exon 3 of 14)",70557.0,ariadne RBR E3 ubiquitin protein ligase 1,True,False,Exon
cg07564343,RORA,chr15,61227291.0,"Intron (ENST00000335670.11/6095, intron 1 of 10)",2010.0,RAR related orphan receptor A,True,False,Intron
cg07932605,MEIS2,chr15,37102437.0,Promoter (1-2kb),-1139.0,Meis homeobox 2,False,True,Promoter
cg08180952,SIN3A,chr15,75451661.0,Promoter (<=1kb),28.0,SIN3 transcription regulator family member A,True,True,fiveUTR
cg08651129,TJP1,chr15,29720658.0,"Exon (ENST00000346128.10/7082, exon 19 of 28)",101796.0,tight junction protein 1,True,False,Exon
cg08676748,DLL4,chr15,40925729.0,Promoter (3-4kb),-3610.0,delta like canonical Notch ligand 4,False,True,Promoter
cg09973880,RORA,chr15,61226775.0,"Intron (ENST00000335670.11/6095, intron 1 of 10)",2526.0,RAR related orphan receptor A,True,False,Intron
cg09989727,TCF12,chr15,57252447.0,"Exon (ENST00000438423.6/6938, exon 15 of 21)",333824.0,transcription factor 12,True,False,Exon
cg10040836,NR2F2,chr15,96332460.0,"Exon (ENST00000394166.8/7026, exon 1 of 3)",6522.0,nuclear receptor subfamily 2 group F member 2,True,False,Exon
cg11677981,MIR9-3HG,chr15,89360535.0,Promoter (1-2kb),-1043.0,MIR9-3 host gene,False,True,Promoter
cg11686722,MEIS2,chr15,37099520.0,5' UTR,1028.0,Meis homeobox 2,True,False,fiveUTR
cg11978813,TUBGCP4,chr15,43409690.0,3' UTR,38575.0,tubulin gamma complex associated protein 4,True,False,threeUTR
cg12156848,RORA,chr15,60677183.0,"Exon (ENST00000551975.5/6095, exon 3 of 6)",552118.0,RAR related orphan receptor A,True,False,Exon
cg12896068,MAP2K5,chr15,67748056.0,"Intron (ENST00000178640.10/5607, intron 17 of 21)",205353.0,mitogen-activated protein kinase kinase 5,True,False,Intron
cg13301933,RORA,chr15,61229240.0,Promoter (<=1kb),61.0,RAR related orphan receptor A,True,True,fiveUTR
cg13761591,TLN2,chr15,62838857.0,"Exon (ENST00000561311.5/83660, exon 57 of 58)",277492.0,talin 2,True,False,Exon
cg13953571,TLE3,chr15,70099807.0,Promoter (1-2kb),-1632.0,"TLE family member 3, transcriptional corepressor",False,True,Promoter
cg14056866,POLG,chr15,89335140.0,Promoter (<=1kb),-279.0,"DNA polymerase gamma, catalytic subunit",True,True,Exon
cg15296094,NPTN,chr15,73597169.0,"Exon (ENST00000345330.9/27020, exon 2 of 9)",36219.0,neuroplastin,True,False,Exon
cg15804249,MAP2K5,chr15,67595330.0,"Intron (ENST00000178640.10/5607, intron 7 of 21)",52627.0,mitogen-activated protein kinase kinase 5,True,False,Intron
cg16154416,RASGRF1,chr15,79090425.0,Promoter (<=1kb),338.0,Ras protein specific guanine nucleotide releasing factor 1,True,True,Exon
cg16554811,TLE3,chr15,70097877.0,Promoter (<=1kb),298.0,"TLE family member 3, transcriptional corepressor",True,True,fiveUTR
cg16697952,FOXB1,chr15,60004267.0,Promoter (<=1kb),33.0,forkhead box B1,True,True,Exon
cg18821963,CELF6,chr15,72319683.0,Promoter (<=1kb),262.0,CUGBP Elav-like family member 6,True,True,threeUTR
cg19134574,CTDSPL2,chr15,44427655.0,Promoter (<=1kb),33.0,CTD small phosphatase like 2,True,True,fiveUTR
cg19296119,INSYN1-AS1,chr15,73774908.0,Distal Intergenic,6694.0,INSYN1 antisense RNA 1,False,False,Intergenic_downstream
cg19635507,TP53BP1,chr15,43421061.0,3' UTR,72109.0,tumor protein p53 binding protein 1,True,False,threeUTR
cg19821183,MIR1469,chr15,96416128.0,Distal Intergenic,82867.0,microRNA 1469,False,False,Intergenic_downstream
cg20083419,FOXB1,chr15,59994745.0,Promoter (9-10kb),-9488.0,forkhead box B1,False,True,Promoter
cg21883915,RNF111,chr15,58890390.0,3' UTR,25215.0,ring finger protein 111,True,False,threeUTR
cg22122198,C15orf41,chr15,36756841.0,"Intron (ENST00000566621.6/84529, intron 10 of 10)",177215.0,chromosome 15 open reading frame 41,True,False,Intron
cg23087015,CELF6,chr15,72319625.0,Promoter (<=1kb),320.0,CUGBP Elav-like family member 6,True,True,threeUTR
cg24504442,MEIS2,chr15,37099474.0,5' UTR,1074.0,Meis homeobox 2,True,False,fiveUTR
cg24866378,TRIP4,chr15,64462037.0,"Intron (ENST00000416172.1/ENST00000416172.1, intron 1 of 1)",17378.0,thyroid hormone receptor interactor 4,True,False,Intron
cg24888049,FURIN,chr15,90883437.0,3' UTR,14849.0,"furin, paired basic amino acid cleaving enzyme",True,False,threeUTR
cg25381383,MEIS2,chr15,37102429.0,Promoter (1-2kb),-1131.0,Meis homeobox 2,False,True,Promoter
cg25771548,OAZ2,chr15,64688789.0,3' UTR,14491.0,ornithine decarboxylase antizyme 2,True,False,threeUTR
cg26869371,FAM227B,chr15,49424281.0,5' UTR,196536.0,family with sequence similarity 227 member B,True,False,fiveUTR
cg00310215,SALL1,chr16,51151435.0,Promoter (<=1kb),-68.0,spalt like transcription factor 1,True,True,Promoter
cg00454305,UNKL,chr16,1379904.0,"Intron (ENST00000389221.8/64718, intron 10 of 14)",34815.0,unk like zinc finger,True,False,Intron
cg00954002,WWOX,chr16,78610201.0,"Intron (ENST00000569332.5/51741, intron 7 of 7)",510575.0,WW domain containing oxidoreductase,True,False,Intron
cg01938132,LINC01572,chr16,72427771.0,"Exon (ENST00000564508.2/ENST00000564508.2, exon 1 of 1)",237175.0,long intergenic non-protein coding RNA 1572,True,False,Exon
cg02734933,ZFHX3,chr16,73058998.0,Promoter (<=1kb),699.0,zinc finger homeobox 3,True,True,fiveUTR
cg03247467,CASC22,chr16,52351779.0,Distal Intergenic,73495.0,cancer susceptibility 22,False,False,Intergenic_downstream
cg03626038,C16orf72,chr16,9116780.0,"Exon (ENST00000327827.12/29035, exon 4 of 4)",25136.0,chromosome 16 open reading frame 72,True,False,Exon
cg03898602,JPH3,chr16,87603438.0,"Exon (ENST00000284262.3/57338, exon 1 of 5)",1603.0,junctophilin 3,True,False,Exon
cg03909491,SALL1,chr16,51245157.0,"Intron (ENST00000642450.1/ENST00000642450.1, intron 2 of 3)",-93791.0,spalt like transcription factor 1,True,False,Intron
cg03917360,LINC02140,chr16,54543200.0,"Exon (ENST00000637822.1/ENST00000637822.1, exon 6 of 6)",-172407.0,long intergenic non-protein coding RNA 2140,True,False,Exon
cg04025518,CORO1A,chr16,30188053.0,"Exon (ENST00000219150.9/11151, exon 8 of 11)",4631.0,coronin 1A,True,False,Exon
cg04817453,ZFHX3,chr16,73053847.0,"Intron (ENST00000397992.5/463, intron 1 of 8)",5850.0,zinc finger homeobox 3,True,False,Intron
cg06283779,MMP2,chr16,55489739.0,"Exon (ENST00000570308.5/4313, exon 8 of 14)",100039.0,matrix metallopeptidase 2,True,False,Exon
cg06736685,GSE1,chr16,85555743.0,"Intron (ENST00000637419.1/23199, intron 2 of 2)",386218.0,Gse1 coiled-coil protein,True,False,Intron
cg06779064,TNRC6A,chr16,24818649.0,3' UTR,88998.0,trinucleotide repeat containing adaptor 6A,True,False,threeUTR
cg08378313,ZFHX3,chr16,73167435.0,"Intron (ENST00000641206.2/463, intron 5 of 17)",724435.0,zinc finger homeobox 3,True,False,Intron
cg08747377,CDH13,chr16,82627065.0,Promoter (<=1kb),100.0,cadherin 13,True,True,fiveUTR
cg09176584,LINC01568,chr16,73483724.0,"Intron (ENST00000641790.1/100506172, intron 2 of 3)",96900.0,long intergenic non-protein coding RNA 1568,True,False,Intron
cg09453226,WDR59,chr16,74899729.0,"Exon (ENST00000569229.5/79726, exon 6 of 9)",85393.0,WD repeat domain 59,True,False,Exon
cg09461098,TNRC6A,chr16,24815270.0,3' UTR,85619.0,trinucleotide repeat containing adaptor 6A,True,False,threeUTR
cg09661817,NFATC3,chr16,68123120.0,"Exon (ENST00000553077.5/4775, exon 2 of 9)",38369.0,nuclear factor of activated T cells 3,True,False,Exon
cg11215098,CASC16,chr16,52629817.0,"Intron (ENST00000659170.1/ENST00000659170.1, intron 1 of 3)",22314.0,cancer susceptibility 16,True,False,Intron
cg11610869,CRNDE,chr16,54890798.0,"Intron (ENST00000613942.2/643911, intron 4 of 5)",34345.0,colorectal neoplasia differentially expressed,True,False,Intron
cg11948733,YPEL3,chr16,30095371.0,Promoter (<=1kb),833.0,yippee like 3,True,True,fiveUTR
cg13084522,AP1G1,chr16,71808851.0,Promoter (<=1kb),349.0,adaptor related protein complex 1 subunit gamma 1,True,True,fiveUTR
cg13379618,PRKCB,chr16,24123922.0,"Exon (ENST00000321728.12/5579, exon 9 of 17)",287939.0,protein kinase C beta,True,False,Exon
cg13802785,FUS,chr16,31186802.0,"Exon (ENST00000254108.11/2521, exon 7 of 15)",6692.0,FUS RNA binding protein,True,False,Exon
cg13909487,SALL1,chr16,51151546.0,Promoter (<=1kb),-179.0,spalt like transcription factor 1,True,True,Promoter
cg14023941,ZFHX3,chr16,73505145.0,"Intron (ENST00000641206.2/463, intron 2 of 17)",386725.0,zinc finger homeobox 3,True,False,Intron
cg15340018,AP1G1,chr16,71756157.0,3' UTR,53043.0,adaptor related protein complex 1 subunit gamma 1,True,False,threeUTR
cg16118197,MRPL28,chr16,361668.0,Distal Intergenic,8557.0,mitochondrial ribosomal protein L28,False,False,Intergenic_downstream
cg16475558,GNAO1,chr16,56355033.0,3' UTR,163544.0,G protein subunit alpha o1,True,False,threeUTR
cg16582309,PRKCB,chr16,24214762.0,"Exon (ENST00000643927.1/5579, exon 17 of 17)",378779.0,protein kinase C beta,True,False,Exon
cg17776554,ZFHX3,chr16,73048252.0,"Intron (ENST00000397992.5/463, intron 1 of 8)",11445.0,zinc finger homeobox 3,True,False,Intron
cg19591642,TNRC6A,chr16,24815260.0,3' UTR,85609.0,trinucleotide repeat containing adaptor 6A,True,False,threeUTR
cg19812206,ZFHX3,chr16,72902223.0,"Intron (ENST00000268489.10/463, intron 3 of 9)",145904.0,zinc finger homeobox 3,True,False,Intron
cg20424997,CNOT1,chr16,58588863.0,"Exon (ENST00000317147.10/23019, exon 3 of 49)",40962.0,CCR4-NOT transcription complex subunit 1,True,False,Exon
cg22914193,ZFHX3,chr16,72978361.0,"Intron (ENST00000268489.10/463, intron 1 of 9)",69766.0,zinc finger homeobox 3,True,False,Intron
cg23869573,RBFOX1,chr16,7710713.0,3' UTR,2470911.0,RNA binding fox-1 homolog 1,True,False,threeUTR
cg26709300,YPEL3,chr16,30095361.0,Promoter (<=1kb),843.0,yippee like 3,True,True,Exon
cg26922708,C16orf78,chr16,49416200.0,Distal Intergenic,42396.0,chromosome 16 open reading frame 78,False,False,Intergenic_downstream
cg00362836,LINC00670,chr17,12473058.0,Distal Intergenic,-76705.0,long intergenic non-protein coding RNA 670,False,False,Intergenic_upstream
cg00411555,UBTF,chr17,44206588.0,3' UTR,14374.0,upstream binding transcription factor,True,False,threeUTR
cg00489428,FAM222B,chr17,28759267.0,3' UTR,17903.0,family with sequence similarity 222 member B,True,False,threeUTR
cg00871371,SEPTIN9,chr17,77375394.0,"Exon (ENST00000588701.1/ENST00000588701.1, exon 1 of 1)",94825.0,septin 9,True,False,Exon
cg01209550,HOXB7,chr17,48615964.0,"Intron (ENST00000567101.2/3217, intron 1 of 1)",17607.0,homeobox B7,True,False,Intron
cg01293647,NEUROD2,chr17,39608011.0,Promoter (<=1kb),-92.0,neuronal differentiation 2,True,True,Exon
cg02532525,MIR212,chr17,2050353.0,Promoter (<=1kb),26.0,microRNA 212,True,True,Exon
cg02909927,RAI1,chr17,17784078.0,"Intron (ENST00000353383.6/10743, intron 2 of 5)",102620.0,retinoic acid induced 1,True,False,Intron
cg03370924,DERL2,chr17,5481375.0,3' UTR,4802.0,derlin 2,True,False,threeUTR
cg03679521,NEUROD2,chr17,39607900.0,Promoter (<=1kb),19.0,neuronal differentiation 2,True,True,fiveUTR
cg04228573,MAP2K6,chr17,69414658.0,Promoter (<=1kb),-38.0,mitogen-activated protein kinase kinase 6,False,True,Promoter
cg04267101,EPN3,chr17,50541676.0,3' UTR,8941.0,epsin 3,True,False,threeUTR
cg04353319,MNT,chr17,2400859.0,Promoter (<=1kb),200.0,MAX network transcriptional repressor,True,True,fiveUTR
cg04404159,FBXL20,chr17,39299038.0,"Exon (ENST00000264658.11/84961, exon 5 of 15)",102587.0,F-box and leucine rich repeat protein 20,True,False,Exon
cg04414148,HOXB7,chr17,48614620.0,"Exon (ENST00000239144.5/3218, exon 1 of 2)",18951.0,homeobox B7,True,False,Exon
cg04539386,DCAF7,chr17,63589000.0,"Exon (ENST00000614556.5/10238, exon 7 of 7)",38523.0,DDB1 and CUL4 associated factor 7,True,False,Exon
cg05008190,MNT,chr17,2401760.0,Promoter (<=1kb),-657.0,MAX network transcriptional repressor,False,True,Promoter
cg05506474,FAM222B,chr17,28759735.0,5' UTR,17435.0,family with sequence similarity 222 member B,True,False,fiveUTR
cg05793328,FAM222B,chr17,28759747.0,5' UTR,17423.0,family with sequence similarity 222 member B,True,False,fiveUTR
cg06386724,SPAG9,chr17,51120410.0,Promoter (<=1kb),454.0,sperm associated antigen 9,True,True,Exon
cg06391468,SOX9-AS1,chr17,72121389.0,5' UTR,52193.0,SOX9 antisense RNA 1,True,False,fiveUTR
cg06493080,HOXB7,chr17,48610948.0,Promoter (<=1kb),68.0,homeobox B7,True,True,fiveUTR
cg07005811,PHF12,chr17,28912612.0,"Exon (ENST00000332830.9/57649, exon 9 of 15)",38905.0,PHD finger protein 12,True,False,Exon
cg07026794,HOXB7,chr17,48615048.0,5' UTR,18523.0,homeobox B7,True,False,fiveUTR
cg07373156,HOXB7,chr17,48615626.0,"Intron (ENST00000567101.2/3217, intron 1 of 1)",17945.0,homeobox B7,True,False,Intron
cg07493901,MED13,chr17,62065181.0,Promoter (<=1kb),96.0,mediator complex subunit 13,True,True,Exon
cg07600647,CRK,chr17,1436749.0,"Exon (ENST00000398970.5/1398, exon 2 of 3)",19425.0,"CRK proto-oncogene, adaptor protein",True,False,Exon
cg08007722,NR1D1,chr17,40100677.0,Promoter (<=1kb),-89.0,nuclear receptor subfamily 1 group D member 1,False,True,Promoter
cg08343834,PMP22,chr17,15265341.0,Promoter (<=1kb),-15.0,peripheral myelin protein 22,True,True,Promoter
cg08446005,SOCS3,chr17,78359055.0,"Exon (ENST00000330871.3/9021, exon 2 of 2)",1021.0,suppressor of cytokine signaling 3,True,False,Exon
cg08510667,SOCS3,chr17,78359068.0,"Exon (ENST00000330871.3/9021, exon 2 of 2)",1008.0,suppressor of cytokine signaling 3,True,False,Exon
cg08666298,DDX5,chr17,64501369.0,"Exon (ENST00000581230.5/1655, exon 11 of 12)",4919.0,DEAD-box helicase 5,True,False,Exon
cg08797870,TRPV1,chr17,3577641.0,3' UTR,18189.0,transient receptor potential cation channel subfamily V member 1,True,False,threeUTR
cg09313705,HOXB-AS1,chr17,48545129.0,"Exon (ENST00000435312.5/100874362, exon 2 of 7)",1578.0,HOXB cluster antisense RNA 1,True,False,Exon
cg09568652,DDX5,chr17,64505527.0,Promoter (<=1kb),761.0,DEAD-box helicase 5,True,True,Exon
cg09606114,SMG6,chr17,2085784.0,"Exon (ENST00000263073.11/23293, exon 14 of 19)",218000.0,SMG6 nonsense mediated mRNA decay factor,True,False,Exon
cg10183248,UBTF,chr17,44218223.0,"Exon (ENST00000343638.9/7343, exon 2 of 20)",2739.0,upstream binding transcription factor,True,False,Exon
cg10381180,THRA,chr17,40092513.0,3' UTR,30320.0,thyroid hormone receptor alpha,True,False,threeUTR
cg10810311,GGNBP2,chr17,36589265.0,"Exon (ENST00000613102.5/79893, exon 14 of 14)",44346.0,gametogenetin binding protein 2,True,False,Exon
cg10916192,NLGN2,chr17,7406550.0,"Intron (ENST00000575301.5/57555, intron 1 of 7)",1676.0,neuroligin 2,True,False,Intron
cg10930156,LOC101927855,chr17,61399785.0,Promoter (<=1kb),457.0,uncharacterized LOC101927855,True,True,Promoter
cg11082761,KDM6B,chr17,7838401.0,Promoter (1-2kb),-1502.0,lysine demethylase 6B,False,True,Promoter
cg11214667,HOXB7,chr17,48615968.0,"Intron (ENST00000567101.2/3217, intron 1 of 1)",17603.0,homeobox B7,True,False,Intron
cg11407867,NLK,chr17,28191075.0,"Exon (ENST00000407008.8/51701, exon 9 of 11)",148398.0,nemo like kinase,True,False,Exon
cg11498355,LINC00482,chr17,81342389.0,"Exon (ENST00000665286.1/ENST00000665286.1, exon 1 of 1)",-33142.0,long intergenic non-protein coding RNA 482,True,False,Exon
cg11857072,THRA,chr17,40093075.0,3' UTR,30882.0,thyroid hormone receptor alpha,True,False,threeUTR
cg12501063,TANC2,chr17,63412706.0,"Exon (ENST00000389520.8/26115, exon 22 of 26)",403150.0,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2",True,False,Exon
cg12509499,SMG6,chr17,2191885.0,"Intron (ENST00000263073.11/23293, intron 10 of 18)",111899.0,SMG6 nonsense mediated mRNA decay factor,True,False,Intron
cg12564910,SOCS3,chr17,78358987.0,"Exon (ENST00000330871.3/9021, exon 2 of 2)",1089.0,suppressor of cytokine signaling 3,True,False,Exon
cg12577973,CHD3,chr17,7884827.0,Promoter (<=1kb),31.0,chromodomain helicase DNA binding protein 3,True,True,Exon
cg12642246,CDK5RAP3,chr17,47982387.0,"Intron (ENST00000578239.1/ENST00000578239.1, intron 1 of 1)",1281.0,CDK5 regulatory subunit associated protein 3,True,False,Intron
cg12933950,RTN4RL1,chr17,1996667.0,"Intron (ENST00000574520.3/ENST00000574520.3, intron 1 of 2)",28666.0,reticulon 4 receptor like 1,True,False,Intron
cg13830021,CACNA1G,chr17,50621694.0,"Exon (ENST00000359106.10/8913, exon 35 of 38)",60979.0,calcium voltage-gated channel subunit alpha1 G,True,False,Exon
cg13916600,BAHCC1,chr17,81395342.0,Promoter (<=1kb),-132.0,BAH domain and coiled-coil containing 1,False,True,Promoter
cg14045036,PIP4K2B,chr17,38799302.0,Promoter (<=1kb),554.0,phosphatidylinositol-5-phosphate 4-kinase type 2 beta,True,True,Exon
cg14880272,NEUROD2,chr17,39607875.0,Promoter (<=1kb),44.0,neuronal differentiation 2,True,True,fiveUTR
cg15182157,MLLT6,chr17,38729727.0,3' UTR,24454.0,"MLLT6, PHD finger containing",True,False,threeUTR
cg15701287,MYO18A,chr17,29081208.0,"Intron (ENST00000527372.6/399687, intron 41 of 41)",99203.0,myosin XVIIIA,True,False,Intron
cg16848873,HOXB6,chr17,48604946.0,Promoter (<=1kb),39.0,homeobox B6,True,True,fiveUTR
cg17049911,SOCS3,chr17,78359071.0,"Exon (ENST00000330871.3/9021, exon 2 of 2)",1005.0,suppressor of cytokine signaling 3,True,False,Exon
cg17114460,FLOT2,chr17,28884283.0,"Exon (ENST00000394906.6/2319, exon 5 of 13)",13368.0,flotillin 2,True,False,Exon
cg17369088,NSRP1,chr17,30117050.0,5' UTR,1529.0,nuclear speckle splicing regulatory protein 1,True,False,fiveUTR
cg17417202,HOXB7,chr17,48626252.0,"Exon (ENST00000311177.7/3219, exon 1 of 2)",7319.0,homeobox B7,True,False,Exon
cg17542246,DCAF7,chr17,63583649.0,"Exon (ENST00000614556.5/10238, exon 5 of 7)",33172.0,DDB1 and CUL4 associated factor 7,True,False,Exon
cg17554167,SMG6,chr17,2063331.0,"Intron (ENST00000263073.11/23293, intron 18 of 18)",240453.0,SMG6 nonsense mediated mRNA decay factor,True,False,Intron
cg18349747,NAA38,chr17,7884380.0,Promoter (<=1kb),828.0,"N(alpha)-acetyltransferase 38, NatC auxiliary subunit",True,True,Promoter
cg18684142,HOXB-AS3,chr17,48605032.0,"Intron (ENST00000467155.6/404266, intron 2 of 2)",14555.0,HOXB cluster antisense RNA 3,True,False,Intron
cg18787121,HOXB7,chr17,48625777.0,"Exon (ENST00000311177.7/3219, exon 1 of 2)",7794.0,homeobox B7,True,False,Exon
cg18955753,NR1D1,chr17,40100679.0,Promoter (<=1kb),-91.0,nuclear receptor subfamily 1 group D member 1,False,True,Promoter
cg19017031,MIR132,chr17,2049917.0,Promoter (<=1kb),90.0,microRNA 132,True,True,Exon
cg19233240,BCAS3,chr17,61289642.0,"Intron (ENST00000589222.5/54828, intron 22 of 25)",611790.0,BCAS3 microtubule associated cell migration factor,True,False,Intron
cg19513247,UBTF,chr17,44219685.0,5' UTR,1277.0,upstream binding transcription factor,True,False,fiveUTR
cg20033770,CHD3,chr17,7910553.0,3' UTR,25757.0,chromodomain helicase DNA binding protein 3,True,False,threeUTR
cg20265593,NOG,chr17,56594853.0,"Exon (ENST00000332822.5/9241, exon 1 of 1)",1154.0,noggin,True,False,Exon
cg20738648,DERL2,chr17,5481351.0,3' UTR,4826.0,derlin 2,True,False,threeUTR
cg20865948,AKAP10,chr17,19940990.0,3' UTR,36837.0,A-kinase anchoring protein 10,True,False,threeUTR
cg20867091,MRM1,chr17,36721897.0,Distal Intergenic,119935.0,mitochondrial rRNA methyltransferase 1,False,False,Intergenic_downstream
cg21086539,SMG6,chr17,2179694.0,"Intron (ENST00000263073.11/23293, intron 12 of 18)",124090.0,SMG6 nonsense mediated mRNA decay factor,True,False,Intron
